contract_index,version,tx_hash,parsed_result.custom_token_id,parsed_result.royalty_percent,parsed_result.url
5,s7_erc721_v2,23af8e0c17b09dafac6018905bbe1ec3b26a0b139325e3bab40c047bef46a2e4,344325550740865036,1000,ipfs://bafkreic5ie3t27sapalofhnzz5ua6qzqjpo7bzavwlwmvvta6jcr67jdzi
5,s7_erc721_v2,2af1ae5a9349c38dd852d0fdefcb913718a91d8dde388a2289bf1897e0125b88,337159191179296777,500,ipfs://bafkreifxmvlaeeeriddvswli3nltcjnmz7cas5xqajiq2my7ek5dqxr3zq
5,s7_erc721_v2,2e45c7ddf5765b9e332965e7c0283d436c215100c19c09231f05507d0b45391d,23867012367253517,300,ipfs://bafkreicmhwc4hiwh3lp3fcuyw62fjq66ltt2l4myewokh5jydrx6d2gfzi
5,s7_erc721_v2,352ab36cac5868b53382ef4b37ae0173e39797ab6d7e638527f9d07e08757d16,58899897989988361,500,ipfs://bafkreibtdaqwjfqcxut3s32kev2tjslbaodgovqqeq6h36u6ipaoy2ezxm
5,s7_erc721_v2,486bc6ebe159d4ea2e35bb68b38f098221f255af93fa584f4465b30f6fe8fdcd,24300287141347341,0,ipfs://bafkreigrvaphxlklyvq5gt2dvm4c57qg4rioyqh47e4tpxlwa2up6oc3xy
5,s7_erc721_v2,4bc4983a639fd63288abf10477e3d6979fef1cefc87a24df0a1a4d2744e1c3bf,305065899285544973,1000,ipfs://bafkreihmfsdvzdkit4cez44qlceezutk7w6ibmhpe3dcvsvbd77g5ud62u
5,s7_erc721_v2,4d771aa589b50a95d22799d1ec2a6272f4f3d9844872c40a6cc0810929064d66,23989591287529485,4500,ipfs://bafkreifc6deqllk4ly53zr3wn6b5yclgai54ib6yexl6rjlqlmdhvqbwam
5,s7_erc721_v2,57ebffe9f40a19bcdc3dc1bda018c978cac1afbd2217779cc30a9460096d4353,116233624310775821,800,ipfs://bafkreieiw23aaze262qlhc7q4zszlxg2527vzw7okqg5hjayr66xmktkbu
5,s7_erc721_v2,60e4c7147268e94910b0f0b8f8f3d762ccf7ac18de6575271348bd6cc2ba3108,359997717222522889,500,ipfs://bafkreifye5aeqis3ijht4jb36je7c7klwkspw2ehyzi26ysbnzjnpcskwm
5,s7_erc721_v2,6939c50f4bd2de6e24de8eb839e8529b2a92ca7ca61b32f5fdadd40aa6ef67a6,132209615285780488,1200,ipfs://bafkreiaycg4snokwtcgq4rp5ee55uo4kjdzkbgdog3hpifiiz3lzkqdti4
5,s7_erc721_v2,6f87322e5f885d2e92a7d013055bfbb3aad726e178a62325892b11dcbab0cbb6,135504135196770316,200,ipfs://bafkreie7ypgie6xeen23hxknzx5tlal63dtstfkpamf6junpxthn63g6su
5,s7_erc721_v2,704069f438fc8ae0b596090eedce9e74a3cbaeebcd9e14298f7ee56e63a6fb9a,24229034439213069,100,ipfs://bafkreich3nglp6aeb4ujygovnmyohs57gehhf4p2tcsamaswimh6uoepye
5,s7_erc721_v2,7326ece4db4a13945978c20c362bb9d76479314d01e0c84fa7d07c72d1ab03e6,116247208789016589,1000,ipfs://bafkreibzb6niddc5bkcmmysn4e7rdcrwdt7rimdlmkombmrpqgm6bixuxy
5,s7_erc721_v2,773fa506c53a5849a8a21167a3e9ba0731cd76a58564f22b076d803338183061,18752848107929609,0,ipfs://bafkreiell3zqovqgrhtyn54sszg2kjcwuled4hy3zwq67kvp36i72gun5y
5,s7_erc721_v2,800357cffec7fdbf7fc68ce720f480ed24eda167177975a4e3cc569ed1958970,351982731212619787,500,ipfs://bafkreidnecobky7lgoobizzedhmncrfltfw77ac6dpu5wkx6jgidxk7k3a
5,s7_erc721_v2,889aeb75db7c4b9b93bf6d7d6bd4f8a6eb1e6612484b3d9889459e499c031200,92495840580468749,1000,ipfs://bafkreieo7vlr4bqkmfs6rc7bj3oifezexzrjc2c3crjfyh2n5ksvtq5v7m
5,s7_erc721_v2,8cd0658aab95cfe8827fcd26885d1f9aa0d0c7a140edc8517a04b0e45711473a,127827407674540045,1000,ipfs://bafkreibgeiimpp3jwpemvmtwmsnv6ee4ulepb3qhjgqexqykhent2wikx4
5,s7_erc721_v2,922ae6a974e03f22116331558f3b9f1a0d4f089b84bdd5901d9e924fd9294c6c,265611997465280525,600,ipfs://bafkreihym43ducpi4gy7egp4beg4hb3y7gm7tgzs6j45ml6xxooon2q3ne
5,s7_erc721_v2,932e0d9712e3f47080af325b10ba83bb992a479e14c29942e062c3a1e9c24a52,314628763155431436,1000,ipfs://bafkreidrz7hnaeerjhfxdg3hlley3hdigjckof7blg27wngxwzgnuhceu4
5,s7_erc721_v2,96ea31dc6ca9922a74d292e7acfe0198898f9924936ba9ed394f52750eb4c8bd,177017704689958924,1000,ipfs://bafkreifr2priy27ifrajew4rbelroblsjbhuyxr3tb7rammye5ozptwi4m
5,s7_erc721_v2,993e1b7ff820995867452af158ec706abe69abf0a39c3752b11397ef14ef84e2,279676413437542409,800,ipfs://bafkreidokdahwldebvqsldf65guz7kfgwbaa5kyphlafuwxxmzlcmo76cq
5,s7_erc721_v2,a08e269e7c50ea624e60714bfdc8ff0567c0ddf77a008f21d3e2e1daca880839,213550840944787465,0,ipfs://bafkreieniiyyfeizslzzin5rqykhzgad7nhnulyl24pkjfrqk7wmkmxp2i
5,s7_erc721_v2,a2fdeeaa3196604040b396d5275d7536135b560d45bae51cf12a0299bf0651b0,256029160772730888,0,ipfs://bafkreihyf4wdkrz5odny3jrvkb4r44l736736fzjfagwxixawi4yq7frqu
5,s7_erc721_v2,a331ffa5e5c83716dde00849eceaad78a8645ebe9394caf0fa318ec34bd2a2d3,58904399065382921,0,ipfs://bafkreictvfhknzgscsdgfhdn273kucrzo3ngjyohi7jvoutccj6jh3abja
5,s7_erc721_v2,a460578d3ad0ef7ac7bece39ac481109afe0a5f27a1af11da0136334c0517f16,205515954455576585,500,ipfs://bafkreihxlzoinaxxtxyzvf5fvjw36aptuercvtu5bgicbdrnel6lk24b3m
5,s7_erc721_v2,a9593df2a58d4bb7f441d4b2c79f74d471dcf64524c5ba0ed35f97a028d4002e,23722003886243853,500,ipfs://bafkreidxzady5m3frm7cwmtf5svdelcm72mx3ows6malybhabx2euginna
5,s7_erc721_v2,acae2c2a3f7e456471ef5a6d31833a268f891bd602558faf38358dc5a0743c5c,20666272647741449,0,ipfs://bafkreidqfzqhyb757cyn7tpnkbanc7yamtl2plne6lvuokqnk7wiq4fhwq
5,s7_erc721_v2,b164de83f8f0334bda54493e9fd0956fe1d872e1225d54791c95fafd48f0b43c,93207199337152525,0,ipfs://bafkreifozi3j6guljwt5l264wsks2hew5woc2ccghhkbzhh3xws54eau7e
5,s7_erc721_v2,b5a91cd3b8c8976f7eff2fcc734000cb6a8c93b5d34fa446236de0a50a31fa03,128070241937784845,2300,ipfs://bafkreiaivukhf7v27rt3wxezpvtpvqegmwegip67q3nl7dla5c2zpb5rra
5,s7_erc721_v2,bd6bb2f193f98e730ec3e4b03ae7337d7ed2c5f39fbf3cc3e6cd697f28c9c725,318064490383933451,1500,ipfs://bafkreicxiltwoygcnuyzgoeoetziexm3xr3qb5h2kyyibh2p3fuganexuy
5,s7_erc721_v2,cf428a99dc2057fd3c101b07c3f652131a26af0dee8177c8e3521f4cdf257595,46251962869481483,500,ipfs://bafkreictayfxyedwd7ardazov2jfoaasyacyqrayirpjuz4zf6vqqvepem
5,s7_erc721_v2,d01759da24a0417f03fa4d63b1dc9955bb9529872e9cd5977849f4862b8fdbb0,239570806617669643,500,ipfs://bafkreidb54sgk553h75a4pabpgknzkc5ojbcmlmbavtn7xax34tjyyqumq
5,s7_erc721_v2,d4aaa4ae811f7d13bafca129df5c2de48e0e076995749accbb091b92d1e91914,92791286481813517,0,ipfs://bafkreih3azgp4m3j5cu7xkygppe3gugxjl7lic6iaeelwzsn4ijjhwzypi
5,s7_erc721_v2,d5b2d4ff82ac784dfb0dc71fa9e80f0ff663d189b727e5e17cb8326f52743cb9,318131250265063435,0,ipfs://bafkreibqjgdpc5jgtirxdap325e3zum6hjzpeqqabu4rtuiuqqt3e3vsjm
