contract_index,version,tx_hash,parsed_result.custom_token_id,parsed_result.royalty_percent
0,s7_erc721_v1,80e96d4ad948ef99a85bb9b4221a48548341aa89e75f8b310f63218e4e60cd1c,352179698446368771,2560
0,s7_erc721_v1,ba3f8c29fd51b86e5d7bcef3d36c052ad3c2caf890f9213d13057c73fbcfdab8,58071544340938756,2560
0,s7_erc721_v1,e9077d1da4586845d8d3e2ca29b39d58cfcb4df243539f249f2282b347158f23,56944665886195716,2560
